ID,Region,Country,City,Latitude,Longitude,Activity,Description,Category,Difficulty,Skill_Tier,Tier_Level,Indoor_Outdoor,Popularity,Duration,Price_Range,Frequency,Equipment_Needed
48870,Americas,Brazil,Rio de Janeiro,-11.2608,-36.8686,electronics tinkering,"Experience the joy of electronics tinkering in Rio de Janeiro, Brazil, surrounded by supportive mentors and local tradition.",Culture,Advanced,Tier 3,3,Outdoor,4,Half day,$,Seasonal,"breadboard, USB cable, resistors"
48871,Asia,Turkey,Ankara,15.5642,110.8051,bag making,"Experience the joy of bag making in Ankara, Turkey, surrounded by supportive mentors and local tradition.",Culture,Easy,Tier 1,1,Outdoor,3,2 hours,$,Monthly,"needle, thread, fabric"
48872,Asia,Japan,Tokyo,46.5859,58.5436,arts and crafts,"Experience the joy of arts and crafts in Tokyo, Japan, surrounded by supportive mentors and local tradition.",Crafts,Intermediate,Tier 2,2,Indoor,1,1 hour,$$,Monthly,"canvas, paint, brush set"
48873,Europe,Germany,Munich,-2.9428,-115.5744,goal making/tracking,"In Munich, Germany, participants can explore goal making/tracking through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Food,Intermediate,Tier 2,2,Outdoor,2,Half day,$$,Weekly,"planner, sticky notes, markers"
48874,Asia,India,Bangalore,59.4536,60.4988,scrapbooking,"Experience the joy of scrapbooking in Bangalore, India, surrounded by supportive mentors and local tradition.",Lifestyle,Advanced,Tier 3,3,Outdoor,4,30 min,$$,Daily,"notebook, pen, reading glasses"
48875,Asia,Japan,Tokyo,17.976,67.0792,car cleaning,"In Tokyo, Japan, participants can explore car cleaning through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Culture,Easy,Tier 1,1,Outdoor,1,30 min,$$,Seasonal,"wax, sponge, bucket"
48876,Europe,Italy,Milan,10.4671,71.7156,leather stitching,"Leather stitching sessions in Milan, Italy, offer creativity, culture, and community learning.",Lifestyle,Advanced,Tier 3,3,Indoor,5,30 min,$$,Weekly,"punch, awl, stitching kit"
48877,Europe,France,Bordeaux,37.5805,31.0137,interior organization,"Interior organization sessions in Bordeaux, France, offer creativity, culture, and community learning.",Crafts,Advanced,Tier 3,3,Indoor,3,2 hours,$,Monthly,"paintbrush, apron, fabric scraps"
48878,Asia,China,Chengdu,-18.751,4.1478,decluttering,"Decluttering sessions in Chengdu, China, offer creativity, culture, and community learning.",Food,Advanced,Tier 3,3,Indoor,2,Half day,$$,Weekly,"notebook, pen, phone"
48879,Oceania,New Zealand,Wellington,-32.8106,-52.1643,dancing,"Dancing sessions in Wellington, New Zealand, offer creativity, culture, and community learning.",Culture,Intermediate,Tier 2,2,Outdoor,5,1 hour,$$,Seasonal,"camera, map, backpack"
48880,Asia,Turkey,Ankara,27.5322,85.5195,personal planning,"Personal planning sessions in Ankara, Turkey, offer creativity, culture, and community learning.",Technology,Intermediate,Tier 2,2,Outdoor,5,1 hour,$$$,Daily,"paintbrush, apron, fabric scraps"
48881,Americas,Brazil,Rio de Janeiro,-16.2817,19.0779,leather stitching,"Experience the joy of leather stitching in Rio de Janeiro, Brazil, surrounded by supportive mentors and local tradition.",Wellness,Intermediate,Tier 2,2,Outdoor,5,1 hour,$$,Weekly,"punch, awl, stitching kit"
48882,Asia,Turkey,Istanbul,-12.6752,-56.9947,DIY home,"Diy home sessions in Istanbul, Turkey, offer creativity, culture, and community learning.",Food,Advanced,Tier 3,3,Indoor,2,Half day,$$,Seasonal,"toolbox, tape measure, gloves"
48883,Americas,Argentina,Buenos Aires,18.9524,118.2191,personal planning,"Experience the joy of personal planning in Buenos Aires, Argentina, surrounded by supportive mentors and local tradition.",Wellness,Easy,Tier 1,1,Indoor,4,1 hour,$$,Daily,"camera, map, backpack"
48884,Africa,Kenya,Mombasa,49.6963,23.5735,tech station,"In Mombasa, Kenya, participants can explore tech station through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Culture,Easy,Tier 1,1,Outdoor,3,Half day,$,Daily,"soldering iron, circuit board, multimeter"
48885,Asia,Turkey,Izmir,-39.0313,23.8662,self-care tutorial,"In Izmir, Turkey, participants can explore self-care tutorial through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Crafts,Advanced,Tier 3,3,Outdoor,4,1 hour,$$,Weekly,"wax, sponge, bucket"
48886,Africa,South Africa,Cape Town,-17.5708,-46.8197,DIY hair and beauty,"Experience the joy of DIY hair and beauty in Cape Town, South Africa, surrounded by supportive mentors and local tradition.",Culture,Intermediate,Tier 2,2,Indoor,2,Half day,$$,Daily,"mirror, hairdryer, comb"
48887,Asia,Japan,Kyoto,-2.2658,-15.5326,urban gardening,"Experience the joy of urban gardening in Kyoto, Japan, surrounded by supportive mentors and local tradition.",Lifestyle,Advanced,Tier 3,3,Outdoor,2,2 hours,$$,Monthly,"watering can, soil, spade"
48888,Oceania,Australia,Melbourne,-3.9698,-51.2509,decluttering,"Decluttering sessions in Melbourne, Australia, offer creativity, culture, and community learning.",Wellness,Advanced,Tier 3,3,Indoor,2,2 hours,$,Weekly,"toolbox, tape measure, gloves"
48889,Americas,Mexico,Mexico City,58.3235,0.1257,scrapbooking,"In Mexico City, Mexico, participants can explore scrapbooking through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Crafts,Easy,Tier 1,1,Outdoor,1,1 hour,$$$,Daily,"notebook, pen, reading glasses"
48890,Africa,Kenya,Kisumu,52.8155,-113.7255,cupboard clean out,"In Kisumu, Kenya, participants can explore cupboard clean out through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Automotive,Advanced,Tier 3,3,Outdoor,2,2 hours,$,Weekly,"bins, labels, towels"
48891,Oceania,Australia,Adelaide,29.0261,-62.6837,arts and crafts,"Arts and crafts sessions in Adelaide, Australia, offer creativity, culture, and community learning.",Lifestyle,Advanced,Tier 3,3,Outdoor,4,2 hours,$$,Monthly,"canvas, paint, brush set"
48892,Africa,South Africa,Durban,26.7372,-111.3756,architecture admiration,"Architecture admiration sessions in Durban, South Africa, offer creativity, culture, and community learning.",Culture,Advanced,Tier 3,3,Indoor,2,30 min,$,Monthly,"camera, sketchbook, measure tape"
48893,Americas,Canada,Vancouver,-1.547,30.5264,memory journaling,"In Vancouver, Canada, participants can explore memory journaling through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Crafts,Advanced,Tier 3,3,Indoor,3,Half day,$$$,Seasonal,"diary, pen, color markers"
48894,Europe,Sweden,Gothenburg,52.2651,112.0307,building photography,"Experience the joy of building photography in Gothenburg, Sweden, surrounded by supportive mentors and local tradition.",Food,Intermediate,Tier 2,2,Outdoor,4,1 hour,$,Daily,"camera, tripod, lens"
48895,Oceania,Australia,Perth,55.5207,-8.8866,memory journaling,"Experience the joy of memory journaling in Perth, Australia, surrounded by supportive mentors and local tradition.",Culture,Advanced,Tier 3,3,Outdoor,4,30 min,$,Weekly,"diary, pen, color markers"
48896,Europe,Germany,Cologne,-19.1726,-88.3312,interior organization,"Experience the joy of interior organization in Cologne, Germany, surrounded by supportive mentors and local tradition.",Automotive,Easy,Tier 1,1,Indoor,4,Half day,$,Monthly,"notebook, pen, phone"
48897,Asia,India,Chennai,24.1593,77.5431,ceramic sculpting,"Experience the joy of ceramic sculpting in Chennai, India, surrounded by supportive mentors and local tradition.",Food,Intermediate,Tier 2,2,Indoor,3,30 min,$,Seasonal,"kiln, ceramic tools, glaze"
48898,Europe,France,Bordeaux,27.0336,114.3552,tech station,"In Bordeaux, France, participants can explore tech station through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Automotive,Advanced,Tier 3,3,Indoor,1,1 hour,$,Seasonal,"soldering iron, circuit board, multimeter"
48899,Oceania,New Zealand,Christchurch,16.6515,79.9773,home repair,"In Christchurch, New Zealand, participants can explore home repair through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Culture,Advanced,Tier 3,3,Outdoor,1,2 hours,$,Weekly,"wrench, screwdriver, pliers"
48900,Oceania,New Zealand,Christchurch,-8.9775,-48.9497,self-care tutorial,"Self-care tutorial sessions in Christchurch, New Zealand, offer creativity, culture, and community learning.",Automotive,Advanced,Tier 3,3,Indoor,1,Half day,$$,Weekly,"wax, sponge, bucket"
48901,Africa,South Africa,Cape Town,3.2468,113.7935,arts and crafts,"In Cape Town, South Africa, participants can explore arts and crafts through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Crafts,Easy,Tier 1,1,Indoor,1,Half day,$,Daily,"canvas, paint, brush set"
48902,Asia,Turkey,Istanbul,-17.9742,-99.1769,bag making,"Bag making sessions in Istanbul, Turkey, offer creativity, culture, and community learning.",Automotive,Easy,Tier 1,1,Indoor,3,Half day,$$,Weekly,"needle, thread, fabric"
48903,Africa,Kenya,Mombasa,59.9697,18.588,room by room,"In Mombasa, Kenya, participants can explore room by room through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Crafts,Intermediate,Tier 2,2,Outdoor,4,Half day,$,Monthly,"organizer, baskets, storage box"
48904,Africa,Kenya,Nairobi,49.6303,18.021,personal planning,"In Nairobi, Kenya, participants can explore personal planning through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Wellness,Intermediate,Tier 2,2,Outdoor,5,Half day,$,Seasonal,"toolbox, tape measure, gloves"
48905,Americas,Argentina,Buenos Aires,9.6329,107.8523,self-care tutorial,"Self-care tutorial sessions in Buenos Aires, Argentina, offer creativity, culture, and community learning.",Lifestyle,Intermediate,Tier 2,2,Outdoor,4,Half day,$$,Monthly,"wax, sponge, bucket"
48906,Africa,Kenya,Kisumu,-16.8335,-80.1341,homegrown food,"Experience the joy of homegrown food in Kisumu, Kenya, surrounded by supportive mentors and local tradition.",Wellness,Advanced,Tier 3,3,Outdoor,3,Half day,$,Monthly,"gloves, planter, seeds"
48907,Asia,China,Shanghai,-31.2348,117.4167,room by room,"Room by room sessions in Shanghai, China, offer creativity, culture, and community learning.",Technology,Easy,Tier 1,1,Indoor,4,Half day,$,Seasonal,"organizer, baskets, storage box"
48908,Americas,USA,San Francisco,-9.5138,-8.2586,reading,"Experience the joy of reading in San Francisco, USA, surrounded by supportive mentors and local tradition.",Crafts,Intermediate,Tier 2,2,Indoor,5,30 min,$$,Weekly,"book, lamp, chair"
48909,Africa,Kenya,Kisumu,32.3314,56.1311,urban gardening,"Experience the joy of urban gardening in Kisumu, Kenya, surrounded by supportive mentors and local tradition.",Lifestyle,Intermediate,Tier 2,2,Outdoor,4,1 hour,$$,Seasonal,"watering can, soil, spade"
48910,Asia,Turkey,Izmir,49.2381,-39.7592,interior organization,"In Izmir, Turkey, participants can explore interior organization through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Crafts,Easy,Tier 1,1,Indoor,2,1 hour,$,Monthly,"camera, map, backpack"
48911,Americas,Brazil,Salvador,40.804,-64.6645,jewelry making,"Jewelry making sessions in Salvador, Brazil, offer creativity, culture, and community learning.",Lifestyle,Advanced,Tier 3,3,Indoor,1,2 hours,$$,Daily,"pliers, wire, beads"
48912,Africa,South Africa,Durban,-31.7679,-1.5694,DIY home,"Experience the joy of DIY home in Durban, South Africa, surrounded by supportive mentors and local tradition.",Culture,Intermediate,Tier 2,2,Indoor,1,1 hour,$,Seasonal,"camera, map, backpack"
48913,Europe,Germany,Munich,52.713,137.9398,knife making,"Experience the joy of knife making in Munich, Germany, surrounded by supportive mentors and local tradition.",Wellness,Advanced,Tier 3,3,Indoor,5,30 min,$,Daily,"steel, anvil, hammer"
48914,Oceania,New Zealand,Wellington,-7.0389,146.0056,book club,"Book club sessions in Wellington, New Zealand, offer creativity, culture, and community learning.",Technology,Easy,Tier 1,1,Outdoor,1,Half day,$$,Seasonal,"notebook, pen, reading glasses"
48915,Oceania,Australia,Brisbane,-36.9789,36.0904,vehicle detailing,"In Brisbane, Australia, participants can explore vehicle detailing through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Food,Advanced,Tier 3,3,Outdoor,5,1 hour,$$,Monthly,"toolbox, tape measure, gloves"
48916,Americas,Mexico,Guadalajara,53.7572,-37.9902,self-care tutorial,"In Guadalajara, Mexico, participants can explore self-care tutorial through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Technology,Intermediate,Tier 2,2,Indoor,2,2 hours,$$$,Seasonal,"wax, sponge, bucket"
48917,Oceania,Australia,Adelaide,9.3318,131.6101,DIY home,"Experience the joy of DIY home in Adelaide, Australia, surrounded by supportive mentors and local tradition.",Food,Advanced,Tier 3,3,Outdoor,1,30 min,$$,Seasonal,"camera, map, backpack"
48918,Americas,USA,New York,43.6494,138.2015,DIY home,"Diy home sessions in New York, USA, offer creativity, culture, and community learning.",Crafts,Intermediate,Tier 2,2,Outdoor,4,1 hour,$,Weekly,"toolbox, tape measure, gloves"
48919,Europe,France,Nice,-8.5426,-58.0633,car cleaning,"Car cleaning sessions in Nice, France, offer creativity, culture, and community learning.",Automotive,Easy,Tier 1,1,Indoor,1,Half day,$$,Seasonal,"wax, sponge, bucket"
48920,Americas,USA,Austin,5.8184,89.8076,building photography,"Building photography sessions in Austin, USA, offer creativity, culture, and community learning.",Technology,Advanced,Tier 3,3,Outdoor,1,1 hour,$$,Monthly,"camera, tripod, lens"
48921,Europe,Germany,Hamburg,15.49,52.8795,DIY car,"Diy car sessions in Hamburg, Germany, offer creativity, culture, and community learning.",Wellness,Advanced,Tier 3,3,Outdoor,5,1 hour,$$$,Daily,"wax, sponge, bucket"
48922,Africa,South Africa,Johannesburg,-19.0431,-17.5393,building photography,"Building photography sessions in Johannesburg, South Africa, offer creativity, culture, and community learning.",Technology,Easy,Tier 1,1,Indoor,4,2 hours,$,Weekly,"camera, tripod, lens"
48923,Oceania,Australia,Perth,-3.6679,-61.7276,self-care tutorial,"In Perth, Australia, participants can explore self-care tutorial through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Food,Easy,Tier 1,1,Outdoor,5,Half day,$$$,Monthly,"wax, sponge, bucket"
48924,Oceania,New Zealand,Auckland,-34.3937,16.2644,leather stitching,"Leather stitching sessions in Auckland, New Zealand, offer creativity, culture, and community learning.",Technology,Advanced,Tier 3,3,Indoor,3,2 hours,$$,Seasonal,"punch, awl, stitching kit"
48925,Americas,Canada,Calgary,-13.8645,68.8525,DIY car,"Experience the joy of DIY car in Calgary, Canada, surrounded by supportive mentors and local tradition.",Automotive,Easy,Tier 1,1,Indoor,2,30 min,$$,Seasonal,"wax, sponge, bucket"
48926,Asia,India,Mumbai,56.6459,2.5618,cupboard clean out,"Cupboard clean out sessions in Mumbai, India, offer creativity, culture, and community learning.",Culture,Advanced,Tier 3,3,Indoor,3,Half day,$,Monthly,"bins, labels, towels"
48927,Americas,Canada,Vancouver,-7.7758,-25.3834,DIY car,"Diy car sessions in Vancouver, Canada, offer creativity, culture, and community learning.",Culture,Easy,Tier 1,1,Indoor,2,30 min,$,Seasonal,"wax, sponge, bucket"
48928,Asia,Japan,Sapporo,-9.4611,-68.463,reading,"Experience the joy of reading in Sapporo, Japan, surrounded by supportive mentors and local tradition.",Food,Easy,Tier 1,1,Indoor,1,Half day,$$,Weekly,"book, lamp, chair"
48929,Africa,South Africa,Johannesburg,17.7643,60.0088,bead design,"In Johannesburg, South Africa, participants can explore bead design through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Culture,Advanced,Tier 3,3,Indoor,1,Half day,$,Seasonal,"string, needle, clips"
48930,Asia,India,Jaipur,-39.3902,-95.8179,metal crafting,"In Jaipur, India, participants can explore metal crafting through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Technology,Advanced,Tier 3,3,Indoor,1,2 hours,$$,Daily,"forge, tongs, grinder"
48931,Asia,Turkey,Istanbul,40.8984,-52.3741,architecture admiration,"Experience the joy of architecture admiration in Istanbul, Turkey, surrounded by supportive mentors and local tradition.",Crafts,Intermediate,Tier 2,2,Indoor,4,30 min,$,Seasonal,"camera, sketchbook, measure tape"
48932,Oceania,New Zealand,Christchurch,-19.0413,-43.4554,ceramic sculpting,"In Christchurch, New Zealand, participants can explore ceramic sculpting through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Wellness,Intermediate,Tier 2,2,Indoor,4,Half day,$$$,Daily,"kiln, ceramic tools, glaze"
48933,Oceania,New Zealand,Wellington,27.0278,110.3411,reading,"Reading sessions in Wellington, New Zealand, offer creativity, culture, and community learning.",Automotive,Advanced,Tier 3,3,Outdoor,1,Half day,$$$,Weekly,"book, lamp, chair"
48934,Africa,South Africa,Pretoria,-8.8405,-107.6817,self-care tutorial,"In Pretoria, South Africa, participants can explore self-care tutorial through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Lifestyle,Easy,Tier 1,1,Indoor,5,Half day,$$,Weekly,"wax, sponge, bucket"
48935,Oceania,Australia,Brisbane,19.311,-19.939,personal planning,"In Brisbane, Australia, participants can explore personal planning through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Culture,Intermediate,Tier 2,2,Indoor,4,Half day,$,Daily,"camera, map, backpack"
48936,Oceania,Australia,Perth,55.8332,90.2078,local exploration,"In Perth, Australia, participants can explore local exploration through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Food,Advanced,Tier 3,3,Indoor,1,30 min,$$,Seasonal,"toolbox, tape measure, gloves"
48937,Oceania,Australia,Perth,21.7288,146.9332,site seeing,"In Perth, Australia, participants can explore site seeing through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Automotive,Easy,Tier 1,1,Indoor,2,30 min,$,Weekly,"map, water bottle, camera"
48938,Europe,UK,Manchester,-30.5144,-4.6403,site seeing,"Experience the joy of site seeing in Manchester, UK, surrounded by supportive mentors and local tradition.",Automotive,Advanced,Tier 3,3,Indoor,3,2 hours,$,Daily,"map, water bottle, camera"
48939,Americas,Mexico,Cancún,56.4418,-77.469,dancing,"Experience the joy of dancing in Cancún, Mexico, surrounded by supportive mentors and local tradition.",Culture,Easy,Tier 1,1,Outdoor,3,Half day,$$,Monthly,"notebook, pen, phone"
48940,Americas,Brazil,São Paulo,59.648,74.0433,urban gardening,"In São Paulo, Brazil, participants can explore urban gardening through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Crafts,Easy,Tier 1,1,Indoor,4,2 hours,$$,Daily,"watering can, soil, spade"
48941,Asia,Turkey,Istanbul,-0.8289,64.2421,cupboard clean out,"Experience the joy of cupboard clean out in Istanbul, Turkey, surrounded by supportive mentors and local tradition.",Technology,Intermediate,Tier 2,2,Indoor,4,2 hours,$$,Weekly,"bins, labels, towels"
48942,Americas,Mexico,Mexico City,-21.2154,-19.6567,car cleaning,"In Mexico City, Mexico, participants can explore car cleaning through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Culture,Easy,Tier 1,1,Outdoor,4,1 hour,$$,Daily,"wax, sponge, bucket"
48943,Europe,Sweden,Stockholm,26.505,-19.3348,vehicle detailing,"In Stockholm, Sweden, participants can explore vehicle detailing through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Technology,Advanced,Tier 3,3,Indoor,3,30 min,$,Seasonal,"toolbox, tape measure, gloves"
48944,Europe,France,Marseille,6.2608,-12.3933,car maintenance,"Experience the joy of car maintenance in Marseille, France, surrounded by supportive mentors and local tradition.",Technology,Intermediate,Tier 2,2,Indoor,2,2 hours,$$,Daily,"wax, sponge, bucket"
48945,Africa,South Africa,Johannesburg,-35.5978,-20.4353,self-care tutorial,"In Johannesburg, South Africa, participants can explore self-care tutorial through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Crafts,Advanced,Tier 3,3,Indoor,1,30 min,$,Weekly,"wax, sponge, bucket"
48946,Europe,UK,Bristol,0.4853,66.338,jewelry making,"Jewelry making sessions in Bristol, UK, offer creativity, culture, and community learning.",Food,Easy,Tier 1,1,Outdoor,4,1 hour,$$,Weekly,"pliers, wire, beads"
48947,Africa,Kenya,Mombasa,45.1793,31.0943,metal crafting,"In Mombasa, Kenya, participants can explore metal crafting through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Lifestyle,Easy,Tier 1,1,Outdoor,3,30 min,$,Seasonal,"forge, tongs, grinder"
48948,Oceania,Australia,Perth,38.3771,-56.3497,knife making,"Experience the joy of knife making in Perth, Australia, surrounded by supportive mentors and local tradition.",Wellness,Easy,Tier 1,1,Outdoor,1,30 min,$,Monthly,"steel, anvil, hammer"
48949,Europe,UK,Liverpool,50.3619,-58.5033,folk dance,"In Liverpool, UK, participants can explore folk dance through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Technology,Advanced,Tier 3,3,Indoor,4,2 hours,$,Seasonal,"music player, dance shoes, mirrors"
48950,Africa,South Africa,Cape Town,15.3492,-52.4704,ceramic sculpting,"Ceramic sculpting sessions in Cape Town, South Africa, offer creativity, culture, and community learning.",Lifestyle,Advanced,Tier 3,3,Outdoor,3,30 min,$,Seasonal,"kiln, ceramic tools, glaze"
48951,Americas,Mexico,Guadalajara,-14.6099,-86.4345,DIY hair and beauty,"Experience the joy of DIY hair and beauty in Guadalajara, Mexico, surrounded by supportive mentors and local tradition.",Technology,Advanced,Tier 3,3,Outdoor,2,Half day,$$,Monthly,"mirror, hairdryer, comb"
48952,Oceania,New Zealand,Christchurch,54.3996,89.41,cupboard clean out,"Cupboard clean out sessions in Christchurch, New Zealand, offer creativity, culture, and community learning.",Automotive,Easy,Tier 1,1,Outdoor,2,1 hour,$,Monthly,"bins, labels, towels"
48953,Africa,South Africa,Cape Town,-17.6996,143.1127,reading,"Reading sessions in Cape Town, South Africa, offer creativity, culture, and community learning.",Wellness,Advanced,Tier 3,3,Indoor,2,30 min,$$,Weekly,"book, lamp, chair"
48954,Asia,India,Mumbai,-30.9898,144.7712,vehicle detailing,"Experience the joy of vehicle detailing in Mumbai, India, surrounded by supportive mentors and local tradition.",Culture,Easy,Tier 1,1,Outdoor,3,Half day,$$,Daily,"camera, map, backpack"
48955,Europe,Spain,Madrid,59.9405,90.0822,self-care tutorial,"Self-care tutorial sessions in Madrid, Spain, offer creativity, culture, and community learning.",Food,Intermediate,Tier 2,2,Outdoor,1,Half day,$,Seasonal,"wax, sponge, bucket"
48956,Oceania,New Zealand,Wellington,44.1327,70.1265,cupboard clean out,"Experience the joy of cupboard clean out in Wellington, New Zealand, surrounded by supportive mentors and local tradition.",Wellness,Advanced,Tier 3,3,Indoor,2,30 min,$$$,Weekly,"bins, labels, towels"
48957,Americas,Argentina,Córdoba,43.9567,149.4876,leather stitching,"Experience the joy of leather stitching in Córdoba, Argentina, surrounded by supportive mentors and local tradition.",Lifestyle,Advanced,Tier 3,3,Indoor,5,30 min,$,Daily,"punch, awl, stitching kit"
48958,Africa,Kenya,Kisumu,5.9519,-42.5631,DIY car,"In Kisumu, Kenya, participants can explore DIY car through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Lifestyle,Intermediate,Tier 2,2,Indoor,4,Half day,$$,Weekly,"wax, sponge, bucket"
48959,Africa,South Africa,Cape Town,26.7874,-57.9533,jewelry making,"Jewelry making sessions in Cape Town, South Africa, offer creativity, culture, and community learning.",Automotive,Easy,Tier 1,1,Outdoor,2,1 hour,$$,Seasonal,"pliers, wire, beads"
48960,Africa,Kenya,Kisumu,42.3153,136.9066,scrapbooking,"In Kisumu, Kenya, participants can explore scrapbooking through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Food,Intermediate,Tier 2,2,Indoor,1,1 hour,$$,Monthly,"notebook, pen, reading glasses"
48961,Americas,Brazil,São Paulo,12.8071,31.7283,book club,"Experience the joy of book club in São Paulo, Brazil, surrounded by supportive mentors and local tradition.",Crafts,Intermediate,Tier 2,2,Outdoor,4,Half day,$$,Weekly,"notebook, pen, reading glasses"
48962,Americas,Mexico,Guadalajara,-0.0336,-116.2047,bag making,"Experience the joy of bag making in Guadalajara, Mexico, surrounded by supportive mentors and local tradition.",Lifestyle,Easy,Tier 1,1,Indoor,2,2 hours,$$,Daily,"needle, thread, fabric"
48963,Asia,Turkey,Istanbul,36.0185,133.7318,knife making,"Knife making sessions in Istanbul, Turkey, offer creativity, culture, and community learning.",Lifestyle,Advanced,Tier 3,3,Indoor,3,30 min,$,Monthly,"steel, anvil, hammer"
48964,Asia,India,Chennai,41.413,-89.618,decluttering,"Experience the joy of decluttering in Chennai, India, surrounded by supportive mentors and local tradition.",Food,Advanced,Tier 3,3,Outdoor,2,Half day,$$,Monthly,"toolbox, tape measure, gloves"
48965,Asia,Japan,Tokyo,26.3177,-75.2018,vehicle detailing,"In Tokyo, Japan, participants can explore vehicle detailing through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Technology,Advanced,Tier 3,3,Outdoor,1,1 hour,$,Daily,"camera, map, backpack"
48966,Asia,Turkey,Izmir,44.0294,-105.1966,bead design,"In Izmir, Turkey, participants can explore bead design through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Food,Advanced,Tier 3,3,Indoor,2,1 hour,$,Weekly,"string, needle, clips"
48967,Americas,Canada,Toronto,9.6284,-69.041,metal crafting,"Experience the joy of metal crafting in Toronto, Canada, surrounded by supportive mentors and local tradition.",Food,Easy,Tier 1,1,Outdoor,3,1 hour,$$$,Weekly,"forge, tongs, grinder"
48968,Americas,Canada,Vancouver,11.144,-60.684,bag making,"Bag making sessions in Vancouver, Canada, offer creativity, culture, and community learning.",Crafts,Advanced,Tier 3,3,Outdoor,4,1 hour,$$,Monthly,"needle, thread, fabric"
48969,Oceania,New Zealand,Christchurch,24.2652,-31.4113,folk dance,"Folk dance sessions in Christchurch, New Zealand, offer creativity, culture, and community learning.",Lifestyle,Advanced,Tier 3,3,Indoor,4,Half day,$$$,Monthly,"music player, dance shoes, mirrors"
48970,Oceania,New Zealand,Wellington,-27.3321,-65.5302,homegrown food,"In Wellington, New Zealand, participants can explore homegrown food through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Crafts,Intermediate,Tier 2,2,Outdoor,4,2 hours,$,Seasonal,"gloves, planter, seeds"
48971,Oceania,Australia,Brisbane,53.9213,95.474,DIY hair and beauty,"Diy hair and beauty sessions in Brisbane, Australia, offer creativity, culture, and community learning.",Culture,Intermediate,Tier 2,2,Outdoor,3,Half day,$$,Weekly,"mirror, hairdryer, comb"
48972,Americas,Canada,Vancouver,9.8266,99.5704,book club,"Book club sessions in Vancouver, Canada, offer creativity, culture, and community learning.",Lifestyle,Advanced,Tier 3,3,Outdoor,2,2 hours,$,Monthly,"notebook, pen, reading glasses"
48973,Africa,South Africa,Cape Town,-27.7759,128.6154,electronics tinkering,"In Cape Town, South Africa, participants can explore electronics tinkering through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Food,Advanced,Tier 3,3,Indoor,2,2 hours,$$$,Monthly,"breadboard, USB cable, resistors"
48974,Asia,Turkey,Izmir,18.9385,113.8599,room by room,"In Izmir, Turkey, participants can explore room by room through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Lifestyle,Advanced,Tier 3,3,Outdoor,3,Half day,$$,Seasonal,"organizer, baskets, storage box"
48975,Americas,USA,Portland,8.8401,127.9922,personal planning,"Personal planning sessions in Portland, USA, offer creativity, culture, and community learning.",Automotive,Easy,Tier 1,1,Outdoor,4,2 hours,$,Weekly,"notebook, pen, phone"
48976,Oceania,Australia,Adelaide,-2.5408,29.4913,architecture admiration,"Experience the joy of architecture admiration in Adelaide, Australia, surrounded by supportive mentors and local tradition.",Culture,Advanced,Tier 3,3,Outdoor,3,30 min,$,Monthly,"camera, sketchbook, measure tape"
48977,Europe,Italy,Rome,22.6984,-119.2073,leather stitching,"Leather stitching sessions in Rome, Italy, offer creativity, culture, and community learning.",Technology,Advanced,Tier 3,3,Indoor,2,30 min,$,Seasonal,"punch, awl, stitching kit"
48978,Oceania,Australia,Perth,-18.221,23.556,room by room,"Room by room sessions in Perth, Australia, offer creativity, culture, and community learning.",Technology,Easy,Tier 1,1,Outdoor,2,Half day,$,Daily,"organizer, baskets, storage box"
