activity_title,description,instruction,activity_type,subcategory,duration_minutes,tier,cost,location,min_age,max_age,neurodivergent_friendly,neurodivergent_notes,sensory_tags,social_type,energy_level,outcome_tag,mood_match,time,Category
,,2. Glide chin straight back creating a double chin.,,,,,,,,,,,,,,,,,
,,"3. Hold 3 seconds, release forward smoothly.",,,,,,,,,,,,,,,,,
,,"4. Perform 12 reps, 3 sets across 5 minutes.",,,,,,,,,,,,,,,,,
Technical Synthesis Reading (Drill #395),Structured 5-minute active reading and comprehension exercise focused on technical synthesis reading.,1. Select a brief passage focused on technical synthesis reading.,Time-Bound,Mindful Reading & Cognitive Micro-Drills,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Visual, Cognitive",Solo,Low,"Focus, Comprehension, Mental Clarity","Seeking Focus, Distracted, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Read continuously with active visual tracking for 3 minutes.,,,,,,,,,,,,,,,,,
,,3. Annotate key concepts or write down 2 core summary takeaways.,,,,,,,,,,,,,,,,,
,,4. Conclude with 1 minute of mental consolidation and recall check.,,,,,,,,,,,,,,,,,
Vagus Nerve Ocean Inhale - Protocol #396,Slow rhythmic deep breathing targeting vagal tone stimulation.,1. Sit upright with soft shoulders.,Time-Bound,Calming Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Low,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Inhale deeply into lower abdomen for 5s.,,,,,,,,,,,,,,,,,
,,3. Exhale slowly with a subtle back-of-throat hum for 5s.,,,,,,,,,,,,,,,,,
,,4. Repeat smoothly for 5 minutes.,,,,,,,,,,,,,,,,,
Bellows Vitality Pump - Protocol #397,Rhythmic rapid abdominal pumping to elevate alertness and focus.,1. Sit upright with extended spine.,Time-Bound,Energizing Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Moderate,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Take rapid rhythmic inhales and exhales through nose at 1-second cadence.,,,,,,,,,,,,,,,,,
,,3. Keep chest steady while belly pumps aggressively.,,,,,,,,,,,,,,,,,
,,4. Perform 3 sets of 30 seconds with 15s calm recovery between sets for 5 minutes.,,,,,,,,,,,,,,,,,
Pragmatic Grounding Tap (Variation #398),Rhythmic body tapping protocol to re-anchor spatial awareness.,1. Tap upper chest gently with fingertips for 60s.,Time-Bound,Therapeutic & Somatic Micro-Movements,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,"2. Tap down arms, belly, thighs, and calves sequentially.",,,,,,,,,,,,,,,,,
,,3. Focus on tactile feedback and temperature.,,,,,,,,,,,,,,,,,
,,4. Repeat full-body rhythm 3 times across 5 minutes.,,,,,,,,,,,,,,,,,
Seated Thoracic Decompression (Variation #399),Extends stiff thoracic spine after prolonged sitting.,1. Sit at front edge of chair.,Time-Bound,Desk Mobility & Joint Resets,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,"2. Interlace fingers behind head, elbows wide.",,,,,,,,,,,,,,,,,
,,3. Inhale and arch upper back over chair back.,,,,,,,,,,,,,,,,,
,,4. Exhale and gently round forward. Repeat 10 times across 5 minutes.,,,,,,,,,,,,,,,,,
Psychology Insight Parsing (Drill #400),Structured 5-minute active reading and comprehension exercise focused on psychology insight parsing.,1. Select a brief passage focused on psychology insight parsing.,Time-Bound,Mindful Reading & Cognitive Micro-Drills,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Visual, Cognitive",Solo,Low,"Focus, Comprehension, Mental Clarity","Seeking Focus, Distracted, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Read continuously with active visual tracking for 3 minutes.,,,,,,,,,,,,,,,,,
,,3. Annotate key concepts or write down 2 core summary takeaways.,,,,,,,,,,,,,,,,,
,,4. Conclude with 1 minute of mental consolidation and recall check.,,,,,,,,,,,,,,,,,
Diaphragmatic Belly Anchor - Protocol #401,Deep grounding belly breathing to lower heart rate.,1. Place one hand on chest and one on belly.,Time-Bound,Calming Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Low,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Breathe in deeply ensuring only the belly rises for 4s.,,,,,,,,,,,,,,,,,
,,3. Exhale slowly through pursed lips for 6s.,,,,,,,,,,,,,,,,,
,,4. Focus on tactile warmth of your hands for 5 minutes.,,,,,,,,,,,,,,,,,
Segmented Morning Inhale - Protocol #402,Staccato three-part inhale to clear brain fog instantly.,1. Take short inhale step 1 into belly.,Time-Bound,Energizing Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Moderate,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Take short inhale step 2 into chest.,,,,,,,,,,,,,,,,,
,,3. Take short inhale step 3 into collarbones.,,,,,,,,,,,,,,,,,
,,4. Exhale smooth and unforced. Repeat for 5 minutes.,,,,,,,,,,,,,,,,,
Ocular Horizon Tracking (Variation #403),Horizontal ocular motility reset to reduce digital eye strain.,1. Hold thumb out at arm length.,Time-Bound,Therapeutic & Somatic Micro-Movements,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,2. Move thumb slowly left to right while keeping head perfectly still.,,,,,,,,,,,,,,,,,
,,3. Follow thumb tip with eyes only.,,,,,,,,,,,,,,,,,
,,"4. Perform 10 sweeps, rest 10s, repeat for 5 minutes.",,,,,,,,,,,,,,,,,
Wrist & Forearm Tension Release (Variation #404),Stretches wrist flexors and extensors for keyboard users.,"1. Extend right arm forward, palm up.",Time-Bound,Desk Mobility & Joint Resets,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,2. Pull fingers down with left hand gently for 30s.,,,,,,,,,,,,,,,,,
,,"3. Flip palm down, pull hand back toward wrist for 30s.",,,,,,,,,,,,,,,,,
,,4. Swap sides and repeat cycles for 5 minutes.,,,,,,,,,,,,,,,,,
Biographical Profile Analysis (Drill #405),Structured 5-minute active reading and comprehension exercise focused on biographical profile analysis.,1. Select a brief passage focused on biographical profile analysis.,Time-Bound,Mindful Reading & Cognitive Micro-Drills,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Visual, Cognitive",Solo,Low,"Focus, Comprehension, Mental Clarity","Seeking Focus, Distracted, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Read continuously with active visual tracking for 3 minutes.,,,,,,,,,,,,,,,,,
,,3. Annotate key concepts or write down 2 core summary takeaways.,,,,,,,,,,,,,,,,,
,,4. Conclude with 1 minute of mental consolidation and recall check.,,,,,,,,,,,,,,,,,
Vagus Nerve Ocean Inhale - Protocol #406,Slow rhythmic deep breathing targeting vagal tone stimulation.,1. Sit upright with soft shoulders.,Time-Bound,Calming Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Low,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Inhale deeply into lower abdomen for 5s.,,,,,,,,,,,,,,,,,
,,3. Exhale slowly with a subtle back-of-throat hum for 5s.,,,,,,,,,,,,,,,,,
,,4. Repeat smoothly for 5 minutes.,,,,,,,,,,,,,,,,,
Sun Channel Activation - Protocol #407,Right nostril breath control to spark focus and metabolic energy.,1. Block left nostril gently with ring finger.,Time-Bound,Energizing Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Moderate,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Inhale deeply through right nostril for 4s.,,,,,,,,,,,,,,,,,
,,3. Exhale through right nostril for 4s.,,,,,,,,,,,,,,,,,
,,4. Maintain rhythmic right-channel breathing for 5 minutes.,,,,,,,,,,,,,,,,,
Somatic Tremor Shakeout (Variation #408),Vigorous full-body shaking to discharge nervous system tension.,1. Stand with feet shoulder-width apart.,Time-Bound,Therapeutic & Somatic Micro-Movements,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,2. Begin bouncing lightly on heels and shaking wrist joints.,,,,,,,,,,,,,,,,,
,,"3. Allow vibration to travel up shoulders, jaw, and torso.",,,,,,,,,,,,,,,,,
,,4. Shake continuously for 5 minutes to release trapped stress.,,,,,,,,,,,,,,,,,
Cervical Spine Glide Routine (Variation #409),Gentle cervical retractions to relieve tech-neck tightness.,1. Sit tall with chin parallel to floor.,Time-Bound,Desk Mobility & Joint Resets,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,2. Glide chin straight back creating a double chin.,,,,,,,,,,,,,,,,,
,,"3. Hold 3 seconds, release forward smoothly.",,,,,,,,,,,,,,,,,
,,"4. Perform 12 reps, 3 sets across 5 minutes.",,,,,,,,,,,,,,,,,
Productivity Essay Deep-Dive (Drill #410),Structured 5-minute active reading and comprehension exercise focused on productivity essay deep-dive.,1. Select a brief passage focused on productivity essay deep-dive.,Time-Bound,Mindful Reading & Cognitive Micro-Drills,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Visual, Cognitive",Solo,Low,"Focus, Comprehension, Mental Clarity","Seeking Focus, Distracted, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Read continuously with active visual tracking for 3 minutes.,,,,,,,,,,,,,,,,,
,,3. Annotate key concepts or write down 2 core summary takeaways.,,,,,,,,,,,,,,,,,
,,4. Conclude with 1 minute of mental consolidation and recall check.,,,,,,,,,,,,,,,,,
Vagus Nerve Ocean Inhale - Protocol #411,Slow rhythmic deep breathing targeting vagal tone stimulation.,1. Sit upright with soft shoulders.,Time-Bound,Calming Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Low,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Inhale deeply into lower abdomen for 5s.,,,,,,,,,,,,,,,,,
,,3. Exhale slowly with a subtle back-of-throat hum for 5s.,,,,,,,,,,,,,,,,,
,,4. Repeat smoothly for 5 minutes.,,,,,,,,,,,,,,,,,
Bellows Vitality Pump - Protocol #412,Rhythmic rapid abdominal pumping to elevate alertness and focus.,1. Sit upright with extended spine.,Time-Bound,Energizing Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Moderate,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Take rapid rhythmic inhales and exhales through nose at 1-second cadence.,,,,,,,,,,,,,,,,,
,,3. Keep chest steady while belly pumps aggressively.,,,,,,,,,,,,,,,,,
,,4. Perform 3 sets of 30 seconds with 15s calm recovery between sets for 5 minutes.,,,,,,,,,,,,,,,,,
Pragmatic Grounding Tap (Variation #413),Rhythmic body tapping protocol to re-anchor spatial awareness.,1. Tap upper chest gently with fingertips for 60s.,Time-Bound,Therapeutic & Somatic Micro-Movements,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,"2. Tap down arms, belly, thighs, and calves sequentially.",,,,,,,,,,,,,,,,,
,,3. Focus on tactile feedback and temperature.,,,,,,,,,,,,,,,,,
,,4. Repeat full-body rhythm 3 times across 5 minutes.,,,,,,,,,,,,,,,,,
Cervical Spine Glide Routine (Variation #414),Gentle cervical retractions to relieve tech-neck tightness.,1. Sit tall with chin parallel to floor.,Time-Bound,Desk Mobility & Joint Resets,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,2. Glide chin straight back creating a double chin.,,,,,,,,,,,,,,,,,
,,"3. Hold 3 seconds, release forward smoothly.",,,,,,,,,,,,,,,,,
,,"4. Perform 12 reps, 3 sets across 5 minutes.",,,,,,,,,,,,,,,,,
Technical Synthesis Reading (Drill #415),Structured 5-minute active reading and comprehension exercise focused on technical synthesis reading.,1. Select a brief passage focused on technical synthesis reading.,Time-Bound,Mindful Reading & Cognitive Micro-Drills,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Visual, Cognitive",Solo,Low,"Focus, Comprehension, Mental Clarity","Seeking Focus, Distracted, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Read continuously with active visual tracking for 3 minutes.,,,,,,,,,,,,,,,,,
,,3. Annotate key concepts or write down 2 core summary takeaways.,,,,,,,,,,,,,,,,,
,,4. Conclude with 1 minute of mental consolidation and recall check.,,,,,,,,,,,,,,,,,
Vagus Nerve Ocean Inhale - Protocol #416,Slow rhythmic deep breathing targeting vagal tone stimulation.,1. Sit upright with soft shoulders.,Time-Bound,Calming Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Low,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Inhale deeply into lower abdomen for 5s.,,,,,,,,,,,,,,,,,
,,3. Exhale slowly with a subtle back-of-throat hum for 5s.,,,,,,,,,,,,,,,,,
,,4. Repeat smoothly for 5 minutes.,,,,,,,,,,,,,,,,,
Bellows Vitality Pump - Protocol #417,Rhythmic rapid abdominal pumping to elevate alertness and focus.,1. Sit upright with extended spine.,Time-Bound,Energizing Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Moderate,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Take rapid rhythmic inhales and exhales through nose at 1-second cadence.,,,,,,,,,,,,,,,,,
,,3. Keep chest steady while belly pumps aggressively.,,,,,,,,,,,,,,,,,
,,4. Perform 3 sets of 30 seconds with 15s calm recovery between sets for 5 minutes.,,,,,,,,,,,,,,,,,
Ocular Horizon Tracking (Variation #418),Horizontal ocular motility reset to reduce digital eye strain.,1. Hold thumb out at arm length.,Time-Bound,Therapeutic & Somatic Micro-Movements,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,2. Move thumb slowly left to right while keeping head perfectly still.,,,,,,,,,,,,,,,,,
,,3. Follow thumb tip with eyes only.,,,,,,,,,,,,,,,,,
,,"4. Perform 10 sweeps, rest 10s, repeat for 5 minutes.",,,,,,,,,,,,,,,,,
Seated Thoracic Decompression (Variation #419),Extends stiff thoracic spine after prolonged sitting.,1. Sit at front edge of chair.,Time-Bound,Desk Mobility & Joint Resets,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,"2. Interlace fingers behind head, elbows wide.",,,,,,,,,,,,,,,,,
,,3. Inhale and arch upper back over chair back.,,,,,,,,,,,,,,,,,
,,4. Exhale and gently round forward. Repeat 10 times across 5 minutes.,,,,,,,,,,,,,,,,,
Cognitive Health Article Drill (Drill #420),Structured 5-minute active reading and comprehension exercise focused on cognitive health article drill.,1. Select a brief passage focused on cognitive health article drill.,Time-Bound,Mindful Reading & Cognitive Micro-Drills,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Visual, Cognitive",Solo,Low,"Focus, Comprehension, Mental Clarity","Seeking Focus, Distracted, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Read continuously with active visual tracking for 3 minutes.,,,,,,,,,,,,,,,,,
,,3. Annotate key concepts or write down 2 core summary takeaways.,,,,,,,,,,,,,,,,,
,,4. Conclude with 1 minute of mental consolidation and recall check.,,,,,,,,,,,,,,,,,
Diaphragmatic Belly Anchor - Protocol #421,Deep grounding belly breathing to lower heart rate.,1. Place one hand on chest and one on belly.,Time-Bound,Calming Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Low,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Breathe in deeply ensuring only the belly rises for 4s.,,,,,,,,,,,,,,,,,
,,3. Exhale slowly through pursed lips for 6s.,,,,,,,,,,,,,,,,,
,,4. Focus on tactile warmth of your hands for 5 minutes.,,,,,,,,,,,,,,,,,
Bellows Vitality Pump - Protocol #422,Rhythmic rapid abdominal pumping to elevate alertness and focus.,1. Sit upright with extended spine.,Time-Bound,Energizing Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Moderate,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Take rapid rhythmic inhales and exhales through nose at 1-second cadence.,,,,,,,,,,,,,,,,,
,,3. Keep chest steady while belly pumps aggressively.,,,,,,,,,,,,,,,,,
,,4. Perform 3 sets of 30 seconds with 15s calm recovery between sets for 5 minutes.,,,,,,,,,,,,,,,,,
Pragmatic Grounding Tap (Variation #423),Rhythmic body tapping protocol to re-anchor spatial awareness.,1. Tap upper chest gently with fingertips for 60s.,Time-Bound,Therapeutic & Somatic Micro-Movements,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,"2. Tap down arms, belly, thighs, and calves sequentially.",,,,,,,,,,,,,,,,,
,,3. Focus on tactile feedback and temperature.,,,,,,,,,,,,,,,,,
,,4. Repeat full-body rhythm 3 times across 5 minutes.,,,,,,,,,,,,,,,,,
Cervical Spine Glide Routine (Variation #424),Gentle cervical retractions to relieve tech-neck tightness.,1. Sit tall with chin parallel to floor.,Time-Bound,Desk Mobility & Joint Resets,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,2. Glide chin straight back creating a double chin.,,,,,,,,,,,,,,,,,
,,"3. Hold 3 seconds, release forward smoothly.",,,,,,,,,,,,,,,,,
,,"4. Perform 12 reps, 3 sets across 5 minutes.",,,,,,,,,,,,,,,,,
Wisdom Literature Reflection (Drill #425),Structured 5-minute active reading and comprehension exercise focused on wisdom literature reflection.,1. Select a brief passage focused on wisdom literature reflection.,Time-Bound,Mindful Reading & Cognitive Micro-Drills,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Visual, Cognitive",Solo,Low,"Focus, Comprehension, Mental Clarity","Seeking Focus, Distracted, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Read continuously with active visual tracking for 3 minutes.,,,,,,,,,,,,,,,,,
,,3. Annotate key concepts or write down 2 core summary takeaways.,,,,,,,,,,,,,,,,,
,,4. Conclude with 1 minute of mental consolidation and recall check.,,,,,,,,,,,,,,,,,
Diaphragmatic Belly Anchor - Protocol #426,Deep grounding belly breathing to lower heart rate.,1. Place one hand on chest and one on belly.,Time-Bound,Calming Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Low,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Breathe in deeply ensuring only the belly rises for 4s.,,,,,,,,,,,,,,,,,
,,3. Exhale slowly through pursed lips for 6s.,,,,,,,,,,,,,,,,,
,,4. Focus on tactile warmth of your hands for 5 minutes.,,,,,,,,,,,,,,,,,
Bellows Vitality Pump - Protocol #427,Rhythmic rapid abdominal pumping to elevate alertness and focus.,1. Sit upright with extended spine.,Time-Bound,Energizing Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Moderate,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Take rapid rhythmic inhales and exhales through nose at 1-second cadence.,,,,,,,,,,,,,,,,,
,,3. Keep chest steady while belly pumps aggressively.,,,,,,,,,,,,,,,,,
,,4. Perform 3 sets of 30 seconds with 15s calm recovery between sets for 5 minutes.,,,,,,,,,,,,,,,,,
Somatic Tremor Shakeout (Variation #428),Vigorous full-body shaking to discharge nervous system tension.,1. Stand with feet shoulder-width apart.,Time-Bound,Therapeutic & Somatic Micro-Movements,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,2. Begin bouncing lightly on heels and shaking wrist joints.,,,,,,,,,,,,,,,,,
,,"3. Allow vibration to travel up shoulders, jaw, and torso.",,,,,,,,,,,,,,,,,
,,4. Shake continuously for 5 minutes to release trapped stress.,,,,,,,,,,,,,,,,,
Cervical Spine Glide Routine (Variation #429),Gentle cervical retractions to relieve tech-neck tightness.,1. Sit tall with chin parallel to floor.,Time-Bound,Desk Mobility & Joint Resets,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,2. Glide chin straight back creating a double chin.,,,,,,,,,,,,,,,,,
,,"3. Hold 3 seconds, release forward smoothly.",,,,,,,,,,,,,,,,,
,,"4. Perform 12 reps, 3 sets across 5 minutes.",,,,,,,,,,,,,,,,,
Creative Prose Speed Analysis (Drill #430),Structured 5-minute active reading and comprehension exercise focused on creative prose speed analysis.,1. Select a brief passage focused on creative prose speed analysis.,Time-Bound,Mindful Reading & Cognitive Micro-Drills,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Visual, Cognitive",Solo,Low,"Focus, Comprehension, Mental Clarity","Seeking Focus, Distracted, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Read continuously with active visual tracking for 3 minutes.,,,,,,,,,,,,,,,,,
,,3. Annotate key concepts or write down 2 core summary takeaways.,,,,,,,,,,,,,,,,,
,,4. Conclude with 1 minute of mental consolidation and recall check.,,,,,,,,,,,,,,,,,
Diaphragmatic Belly Anchor - Protocol #431,Deep grounding belly breathing to lower heart rate.,1. Place one hand on chest and one on belly.,Time-Bound,Calming Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Low,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Breathe in deeply ensuring only the belly rises for 4s.,,,,,,,,,,,,,,,,,
,,3. Exhale slowly through pursed lips for 6s.,,,,,,,,,,,,,,,,,
,,4. Focus on tactile warmth of your hands for 5 minutes.,,,,,,,,,,,,,,,,,
Bellows Vitality Pump - Protocol #432,Rhythmic rapid abdominal pumping to elevate alertness and focus.,1. Sit upright with extended spine.,Time-Bound,Energizing Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Moderate,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Take rapid rhythmic inhales and exhales through nose at 1-second cadence.,,,,,,,,,,,,,,,,,
,,3. Keep chest steady while belly pumps aggressively.,,,,,,,,,,,,,,,,,
,,4. Perform 3 sets of 30 seconds with 15s calm recovery between sets for 5 minutes.,,,,,,,,,,,,,,,,,
Somatic Tremor Shakeout (Variation #433),Vigorous full-body shaking to discharge nervous system tension.,1. Stand with feet shoulder-width apart.,Time-Bound,Therapeutic & Somatic Micro-Movements,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,2. Begin bouncing lightly on heels and shaking wrist joints.,,,,,,,,,,,,,,,,,
,,"3. Allow vibration to travel up shoulders, jaw, and torso.",,,,,,,,,,,,,,,,,
