activity_id,activity_title,instruction,activity_type,category,subcategory,duration,difficulty,cost,location,age_range,neurodivergent_friendly,neurodivergent_notes,sensory_tags,social_type,energy_level,outcome_tag,mood_match
ACT-002251,Hike a local nature trail while identifying native plants,"Find a local nature trail, bring a notebook, and as you walk, observe and identify native plants. Take notes or sketch them in your notebook to document your findings.",Time-Bound,Nature & Outdoors,"Hiking, Nature Walks",3 hrs,Tier-1,Free,Outdoor,10 to 80,Yes,"Gentle pacing, opportunity for breaks, engaging with nature can be soothing","['Sight', 'Touch']",Solo,Medium,['Calming'],"['Happy', 'Peaceful', 'Neutral']"
ACT-002252,Organize a birdwatching walk around a local park,"Plan a walk in a local park with a notebook and binoculars. As you stroll, pause to observe and note down different bird species you see and hear.",Time-Bound,Baking & Cooking,"Baking, Cooking",3 hrs,Tier-1,Free,Outdoor,10 to 80,Yes,"Gentle pacing, opportunity for breaks, engaging with nature can be soothing","['Sight', 'Sound']",Optional Group,Medium,['Calming'],"['Happy', 'Peaceful', 'Neutral']"
ACT-002253,Build a small bird feeder from natural materials,"Gather natural materials like twigs, pine cones, and string. Assemble them into a simple feeder shape, using the string to hang it in a visible spot in your garden.",Micro,Micro-Movement,"Stretching, Yoga",10 min,Tier-1,Free,Outdoor,5 to 100,Yes,"Simple and creative task, allows for personal expression and connection with nature","['Touch', 'Sight']",Solo,Low,['Calming'],"['Happy', 'Peaceful', 'Good']"
ACT-002254,Host a nature sketching session at a nearby park,"Gather your sketchbook and pencils, find a comfortable spot in the park, and take 30 minutes to sketch different landscapes and scenes around you, focusing on details and colors.",Time-Bound,Gardening,"Plant Care, Vegetable Growing",60 min,Tier-1,Free,Outdoor,10 to 80,Yes,"Gentle sensory experience, flexible timing, encourages focus and creativity without pressure","['Sight', 'Touch']",Optional Group,Medium,['Calming'],"['Happy', 'Peaceful', 'Neutral']"
ACT-002255,Plan a picnic with a nature scavenger hunt,"Choose a nearby lake or park, pack a picnic with sandwiches, fruit, and drinks, and create a nature scavenger hunt list with items like a pine cone, a feather, and a specific flower to find during your day out.",Time-Bound,Puzzle & Logic,"Puzzles, Brain Games",3 hrs,Tier-2,Low,Outdoor,5 to 100,Partial,"Flexible timing, engaging with nature can be soothing, but the scavenger hunt may require quick thinking.","['Touch', 'Sight', 'Sound']",Group 2-10,Medium,['Social Connection'],"['Happy', 'Excited', 'Good', 'Peaceful']"
ACT-002256,Create a DIY nature guide,"On your next nature walk, bring a notebook and document the different wildlife or plants you observe. Include sketches or notes about their characteristics and habitats.",Long-Term,Nature & Outdoors,"Hiking, Nature Walks",Multi-day,Tier-1,Free,Outdoor,8 to 80,Yes,"Flexible pace, encourages observation and creativity, can be done at your own comfort level","['Sight', 'Touch']",Solo,Medium,['Calming'],"['Happy', 'Peaceful', 'Neutral']"
ACT-002257,Volunteer for a local park clean-up,"Join a local park clean-up event, bringing gloves and a reusable bag to collect litter while enjoying the fresh air and connecting with nature.",Time-Bound,Baking & Cooking,"Baking, Cooking",3 hrs,Tier-1,Free,Outdoor,12 to 90,Yes,"Structured activity with clear tasks, sensory-rich environment, opportunities for social interaction","['Touch', 'Sight', 'Sound']",Group 2-10,Medium,['Social Connection'],"['Happy', 'Excited', 'Good', 'Peaceful']"
ACT-002258,Enjoy a mindful walk in the forest,"Take a slow walk in the forest, paying attention to the sounds of rustling leaves, the scent of pine, and the texture of bark under your fingers. Spend at least 20 minutes immersing yourself in nature.",Time-Bound,Micro-Movement,"Stretching, Yoga",40 min,Tier-1,Free,Outdoor,10 to 80,Yes,"Gentle sensory engagement, flexible pacing, encourages mindfulness without pressure","['Sound', 'Smell', 'Touch']",Solo,Low,['Calming'],"['Peaceful', 'Anxiety', 'Overwhelmed', 'Good']"
ACT-002259,Organize a community nature mural project,"Gather found natural materials like leaves, flowers, and twigs, then invite friends or neighbors to help create a mural on a large canvas or wall using these materials. Let your creativity flow and enjoy the process together.",Long-Term,Gardening,"Plant Care, Vegetable Growing",Multi-day,Tier-2,Free,Outdoor,5 to 100,Yes,"Flexible participation, sensory-rich experience, collaborative and creative environment","['Touch', 'Sight']",Group 2-10,Medium,['Social Connection'],"['Happy', 'Excited', 'Good']"
ACT-002260,Perform five sun salutations outdoors at sunrise,"Stand tall, inhale and raise your arms overhead, exhale and fold forward, step back into a plank, lower down, inhale into a gentle backbend, exhale and return to downward dog, then step forward and rise again. Repeat this sequence five times.",Micro,Micro-Movement,"Stretching, Yoga",10 min,Tier-1,Free,Outdoor,10 to 70,Yes,"Simple sequence, rhythmic movement, can be done at your own pace, grounding experience in nature","['Movement', 'Sight']",Solo,Medium,['Energising'],"['Happy', 'Excited', 'Good', 'Peaceful']"
ACT-002261,Knees to Chest Stretch,"Lay on your back and gently pull each knee to your chest, holding for 15 seconds each. Feel the gentle stretch in your lower back and hips.",Micro,Puzzle & Logic,"Puzzles, Brain Games",10 min,Tier-1,Free,Indoor,10 to 80,Yes,"Simple movement, calming effect, no complex instructions, easy to adapt to personal comfort","['Touch', 'Movement']",Solo,Low,['Calming'],"['Peaceful', 'Anxiety', 'Overwhelmed']"
ACT-002262,Balance on one leg,"Stand on one leg and try to hold the pose for 30 seconds, then switch legs to improve balance.",Micro,Gardening,"Plant Care, Vegetable Growing",10 min,Tier-1,Free,Indoor,5 to 100,Yes,"Simple and short, can be done anywhere, helps with focus and stability",['Movement'],Solo,Medium,['Focus'],"['Good', 'Peaceful', 'Neutral']"
ACT-002263,Create a stretching routine,"Stand tall and reach for the sky, then bend down to touch your toes, and finally twist side to side. Repeat each movement 3 times, holding each stretch for a few breaths.",Micro,Nature & Outdoors,"Hiking, Nature Walks",10 min,Tier-1,Free,Outdoor,5 to 100,Yes,"Simple movements, easy to follow, can be done at your own pace in a calming environment",['Movement'],Solo,Low,['Calming'],"['Peaceful', 'Neutral', 'Good']"
ACT-002264,Rotate your ankles for better circulation,"Sit in a chair with your feet flat on the ground and rotate your ankles in circles for five minutes, switching directions halfway through to engage all the muscles.",Micro,Creative Arts,"Drawing, Painting",10 min,Tier-1,Free,Indoor,10 to 100,Yes,"Simple and repetitive motion, easy to integrate into daily routine, helps with focus and relaxation",['Movement'],Solo,Low,['Calming'],"['Peaceful', 'Neutral', 'Boredom']"
ACT-002265,Cobra Stretch,"Lie face down and slowly lift your upper body, doing gentle cobra stretches for ten cycles. Focus on your breath as you lift and lower.",Micro,Micro-Movement,"Stretching, Yoga",10 min,Tier-1,Free,Indoor,10 to 80,Yes,"Gentle movement, predictable routine, calming and grounding","['Touch', 'Movement']",Solo,Low,['Calming'],"['Peaceful', 'Anxiety', 'Overwhelmed']"
ACT-002266,Walk on your tiptoes from one room to another,"Stand tall and walk on your tiptoes from one room to another, focusing on keeping your balance and engaging your calf muscles as you go.",Micro,Puzzle & Logic,"Puzzles, Brain Games",10 min,Tier-1,Free,Indoor,5 to 100,Yes,"Simple and fun movement, encourages focus on body awareness, can be done at your own pace",['Movement'],Solo,Medium,['Energising'],"['Happy', 'Excited', 'Good']"
ACT-002267,Shoulder Circles for Relaxation,"Stand or sit comfortably, then rotate your shoulders forward in circles for five minutes, followed by five minutes of backward circles. Focus on releasing tension.",Micro,Gardening,"Plant Care, Vegetable Growing",10 min,Tier-1,Free,Outdoor,10 to 100,Yes,"Simple, repetitive motion that can help with focus and tension relief.","['Movement', 'Touch']",Solo,Low,['Calming'],"['Peaceful', 'Anxiety', 'Overwhelmed']"
ACT-002268,Craft a 15-minute stretching routine,"Begin with neck rolls, then stretch your arms overhead, reach for your toes, and finish with a gentle backbend. Hold each stretch for 15-30 seconds, focusing on your breath.",Time-Bound,Nature & Outdoors,"Hiking, Nature Walks",20 min,Tier-1,Free,Indoor,10 to 90,Yes,"Simple and predictable movements, allows for personal pacing and focus on breath","['Movement', 'Touch']",Solo,Low,['Calming'],"['Peaceful', 'Neutral', 'Good', 'Anxiety']"
ACT-002269,Practice a 30-minute yin yoga session,"Find a quiet space, sit comfortably, and hold relaxing seated postures like butterfly or seated forward bend for 3-5 minutes each, focusing on your breath and letting go of tension for 30 minutes total.",Time-Bound,Creative Arts,"Drawing, Painting",40 min,Tier-2,Free,Indoor,14 to 70,Yes,"Gentle pacing, focus on breath, calming environment, adaptable postures","['Touch', 'Movement']",Solo,Low,['Calming'],"['Peaceful', 'Anxiety', 'Overwhelmed']"
ACT-002270,Follow a yoga sequence of warrior poses,"Stand tall and step one foot back into Warrior I, arms overhead, hold for 30 seconds. Transition to Warrior II by opening your arms to the side and gazing over your front hand, hold for 30 seconds. Finally, move into Warrior III by balancing on one leg, extending the other leg back and arms forward, hold for 30 seconds.",Micro,Micro-Movement,"Stretching, Yoga",10 min,Tier-2,Free,Indoor,14 to 70,Partial,,"['Movement', 'Sight']",Solo,Medium,['Calming'],"['Good', 'Peaceful', 'Neutral']"
ACT-002271,Engage in a restorative yoga session with pillows and blankets,"Settle into a comfortable space with pillows and blankets. Spend 20 minutes flowing through gentle poses like child's pose, supported bridge, and seated forward fold, using the props to support your body and enhance relaxation.",Time-Bound,Puzzle & Logic,"Puzzles, Brain Games",40 min,Tier-1,Free,Indoor,14 to 90,Yes,"Gentle movements, supportive props, and a calming environment help reduce sensory overload.","['Touch', 'Movement']",Solo,Low,['Calming'],"['Anxiety', 'Overwhelmed', 'Peaceful']"
ACT-002272,"Create a simple flow combining cat-cow, downward dog, and child's pose","Start in a tabletop position for cat-cow: arch your back and look up as you inhale, then round your back and tuck your chin as you exhale. Transition to downward dog by lifting your hips and straightening your legs, pressing your heels toward the ground. Finally, move into child's pose by sitting back on your heels and stretching your arms forward. Flow through these poses for 15 minutes, focusing on your breath.",Time-Bound,Gardening,"Plant Care, Vegetable Growing",20 min,Tier-1,Free,Indoor,10 to 80,Yes,"Gentle movements, predictable flow, calming rhythm, focus on breath","['Movement', 'Touch']",Solo,Low,['Calming'],"['Peaceful', 'Anxiety', 'Overwhelmed']"
ACT-002273,Hold a tree pose for core strength and focus,"Stand tall and shift your weight to one leg, lifting the other foot to rest on your inner thigh or calf. Hold this pose for one minute, then switch legs and repeat.",Micro,Nature & Outdoors,"Hiking, Nature Walks",10 min,Tier-1,Free,Outdoor,10 to 80,Yes,"Simple and grounding movement, can be done at your own pace, helps with focus and balance","['Movement', 'Sight']",Solo,Medium,['Focus'],"['Peaceful', 'Neutral', 'Good']"
ACT-002274,Practice seated forward bends and twists,"Sit comfortably with your legs extended. Inhale and reach your arms overhead, then exhale and fold forward, reaching for your feet. Hold for 5 breaths, then sit up and twist to the right, placing your left hand on your right knee and your right hand behind you. Hold for 5 breaths and switch sides.",Time-Bound,Creative Arts,"Drawing, Painting",20 min,Tier-1,Free,Indoor,10 to 80,Yes,"Gentle movements, predictable routine, calming focus on breath","['Movement', 'Touch']",Solo,Low,['Calming'],"['Peaceful', 'Neutral', 'Good', 'Anxiety']"
ACT-002275,Lead yourself through a grounding yoga practice focusing on your breath,"Find a quiet space, sit or stand comfortably, and spend 30 minutes moving through gentle stretches while focusing on your breath. Inhale deeply through your nose, hold for a moment, then exhale slowly through your mouth, repeating this cycle as you flow through poses like child's pose, downward dog, and seated forward bend.",Time-Bound,Micro-Movement,"Stretching, Yoga",40 min,Tier-1,Free,Indoor,14 to 90,Yes,"Gentle movements, focus on breath, adaptable pace, calming environment","['Touch', 'Movement', 'Sound']",Solo,Low,['Calming'],"['Anxiety', 'Overwhelmed', 'Peaceful', 'Good']"
ACT-002276,Try a yoga nidra session,"Lie flat in a comfortable position and follow a guided relaxation session, focusing on your breath and body sensations to promote deep relaxation.",Time-Bound,Puzzle & Logic,"Puzzles, Brain Games",40 min,Tier-1,Free,Indoor,14 to 90,Yes,"Gentle guidance, predictable structure, calming environment, promotes relaxation","['Sound', 'Touch']",Solo,Low,['Calming'],"['Anxiety', 'Overwhelmed', 'Peaceful', 'Good']"
ACT-002277,Experiment with balancing yoga postures,"Practice balancing yoga postures like half moon and eagle pose for 10 minutes, focusing on your breath and stability in each pose.",Time-Bound,Gardening,"Plant Care, Vegetable Growing",20 min,Tier-2,Free,Indoor,14 to 70,Partial,"Gentle movement with a focus on breath can help with grounding, but may require some prior knowledge of poses.","['Movement', 'Touch']",Solo,Medium,['Calming'],"['Peaceful', 'Good', 'Neutral']"
ACT-002278,Develop a yoga routine with standing and seated poses,"Start with three standing poses: Mountain Pose (Tadasana), Warrior I (Virabhadrasana I), and Tree Pose (Vrksasana). Then, move to three seated poses: Seated Forward Bend (Paschimottanasana), Easy Pose (Sukhasana), and Bound Angle Pose (Baddha Konasana). Hold each pose for 5 breaths, focusing on your breath and body.",Time-Bound,Nature & Outdoors,"Hiking, Nature Walks",40 min,Tier-2,Free,Outdoor,14 to 70,Yes,"Structured routine with clear poses, gentle movement, and focus on breath can help with grounding.","['Touch', 'Movement']",Solo,Medium,['Calming'],"['Peaceful', 'Good', 'Neutral']"
ACT-002279,Solve a sudoku puzzle or complete a crossword from the newspaper over coffee,"Grab a newspaper and a warm cup of coffee, then challenge yourself to solve a sudoku puzzle or complete a crossword — take your time and enjoy the process.",Time-Bound,Creative Arts,"Drawing, Painting",40 min,Tier-2,Free,Cafe,12 to 100,Partial,Engaging but may require focus; consider a quiet space to minimize distractions.,"['Sight', 'Touch']",Solo,Low,['Focus'],"['Neutral', 'Good', 'Peaceful', 'Boredom']"
ACT-002280,Create a scavenger hunt using items in your home,Make a list of items you can find around your home and write clues for each one to guide someone else in finding them. Enjoy the thrill of discovery and creativity.,Micro,Micro-Movement,"Stretching, Yoga",10 min,Tier-1,Free,Indoor,5 to 100,Yes,"Flexible and creative activity, allows for personal expression and can be done at one's own pace.","['Sight', 'Touch']",Optional Group,Low,['Calming'],"['Happy', 'Excited', 'Neutral']"
ACT-002281,Play a challenging game of solitaire with a deck of cards,"Shuffle a standard deck of cards and set up a solitaire layout. Aim to move all cards to the foundation piles by following the rules of the game, focusing on strategy and problem-solving.",Time-Bound,Puzzle & Logic,"Puzzles, Brain Games",40 min,Tier-2,Free,Indoor,10 to 90,Yes,"Engaging and structured activity, allows for self-paced play, can be calming and focused","['Touch', 'Sight']",Solo,Low,"['Calming', 'Focus']","['Neutral', 'Boredom', 'Peaceful', 'Good']"
ACT-002282,Assemble a 500-piece jigsaw puzzle,"Spend an hour assembling a 500-piece jigsaw puzzle on your dining table, focusing on finding pieces that fit together and enjoying the challenge.",Time-Bound,Gardening,"Plant Care, Vegetable Growing",60 min,Tier-2,Free,Indoor,10 to 90,Partial,"Engaging and repetitive task, can be calming but may require breaks if overwhelmed","['Touch', 'Sight']",Solo,Low,"['Calming', 'Focus']","['Neutral', 'Peaceful', 'Boredom', 'Anxiety']"
ACT-002283,Craft your own word search using a list of favorite book titles or authors,"Write down 10-15 of your favorite book titles or authors, then create a grid of letters and hide those words within it. Share it with friends or family for fun.",Micro,Creative Arts,Games,10 min,Tier-1,Free,Indoor,8 to 80,Yes,"Flexible structure, can be done at own pace, encourages creativity without pressure","['Touch', 'Sight']",Optional Group,Low,['Focus'],"['Happy', 'Neutral', 'Good']"
ACT-002284,Play a game of chess or checkers with a friend,"Set up a chess or checkers board and take turns making moves, discussing strategies and enjoying the game together.",Time-Bound,Creative Arts,"Drawing, Painting",40 min,Tier-2,Free,Indoor,8 to 80,Yes,"Structured gameplay with clear rules, encourages social interaction and strategic thinking.","['Touch', 'Sight']",Group 2-10,Medium,"['Focus', 'Social Connection']","['Happy', 'Neutral', 'Good', 'Excited']"
ACT-002285,Solve a Rubik's cube or another 3D puzzle,Pick up a Rubik's cube and try to solve it without looking at any solutions. Focus on the colors and patterns as you twist and turn the sides.,Micro,Micro-Movement,"Stretching, Yoga",10 min,Tier-2,Free,Outdoor,10 to 70,Partial,,"['Touch', 'Sight']",Solo,Medium,['Focus'],"['Neutral', 'Boredom', 'Anxiety', 'Good']"
ACT-002286,Design a maze on graph paper and challenge someone to solve it,"Grab a sheet of graph paper and a pencil, then create a maze by drawing walls and pathways. Once finished, challenge a friend or family member to solve it.",Time-Bound,Puzzle & Logic,"Puzzles, Brain Games",40 min,Tier-2,Free,Indoor,8 to 100,Yes,"Structured activity with clear visual elements, allows for creativity and problem-solving at one's own pace.","['Touch', 'Sight']",Optional Group,Low,['Focus'],"['Neutral', 'Good', 'Excited']"
ACT-002287,Experiment with a new logic puzzle,"Choose a cryptogram or nonogram from a book and set aside 20-30 minutes to solve it, focusing on the patterns and clues as you work through the puzzle.",Time-Bound,Gardening,"Plant Care, Vegetable Growing",40 min,Tier-2,Free,Indoor,12 to 80,Partial,"Engaging and mentally stimulating, but may require breaks to avoid frustration.",['Sight'],Solo,Low,['Focus'],"['Neutral', 'Boredom', 'Anxiety']"
ACT-002288,Spend a morning creating and solving math puzzles,"Set aside a morning to create and solve math puzzles like KenKen or Kakuro. Gather paper, pencils, and a timer to challenge yourself.",Time-Bound,Nature & Outdoors,"Hiking, Nature Walks",3 hrs,Tier-2,Free,Indoor,10 to 60,Yes,"Structured activity with clear rules, allows for self-paced engagement and problem-solving.","['Touch', 'Sight']",Solo,Low,['Focus'],"['Neutral', 'Good', 'Calming', 'Peaceful']"
ACT-002289,Exercise your brain with a game of memory,"Shuffle a deck of cards and lay them face down in a grid. Take turns flipping over two cards at a time, trying to find matching pairs. Keep playing until all pairs are found.",Micro,Creative Arts,"Drawing, Painting",10 min,Tier-1,Free,Indoor,5 to 100,Yes,"Simple rules, can be played at your own pace, encourages memory and focus without pressure",['Sight'],Group 2-10,Low,['Focus'],"['Happy', 'Neutral', 'Good', 'Boredom']"
ACT-002290,Weed and tidy up a flower bed or garden patch,"Grab a pair of gardening gloves and a small trowel. Pull out weeds by their roots and tidy up the edges of your flower bed, taking a moment to enjoy the fresh air and beauty around you.",Micro,Micro-Movement,"Stretching, Yoga",10 min,Tier-1,Free,Outdoor,10 to 80,Yes,"Repetitive motions can be soothing, and the outdoor setting provides calming sensory input.","['Touch', 'Sight']",Solo,Low,['Calming'],"['Peaceful', 'Good', 'Neutral']"
ACT-002291,Turn compost in your garden,"Use a pitchfork or shovel to turn your compost pile, mixing in kitchen scraps, yard waste, and dry leaves for proper aeration. Aim to turn it every few weeks for best results.",Time-Bound,Puzzle & Logic,"Puzzles, Brain Games",40 min,Tier-2,Free,Outdoor,10 to 80,Partial,,"['Touch', 'Smell']",Solo,Medium,['Calming'],"['Good', 'Peaceful', 'Neutral']"
ACT-002292,Build a simple bird feeder using a pinecone,"Spread peanut butter over a pinecone, then roll it in bird seeds until well coated. Hang it outside on a tree branch to attract birds.",Micro,Gardening,"Plant Care, Vegetable Growing",10 min,Tier-1,Free,Outdoor,5 to 100,Yes,"Simple and engaging task with tactile elements, allows for creativity and connection with nature","['Touch', 'Sight']",Solo,Low,['Calming'],"['Happy', 'Excited', 'Good']"
ACT-002293,Water your houseplants every morning,"Each morning, take a moment to water your houseplants, noticing their leaves and soil as you do. Observe their growth and changes over time.",Long-Term,Nature & Outdoors,"Hiking, Nature Walks",Multi-day,Tier-1,Free,Indoor,10 to 100,Yes,"Routine provides structure, gentle sensory engagement, and a calming daily practice.","['Touch', 'Sight']",Solo,Low,['Calming'],"['Peaceful', 'Good', 'Neutral']"
ACT-002294,Pot a new plant cutting from a friend or neighbor,"Take a cutting from a healthy plant, fill a small pot with soil, place the cutting in the soil, and water it lightly. Keep it in a warm, bright spot and check the soil moisture daily.",Long-Term,Creative Arts,"Drawing, Painting",Multi-day,Tier-1,Low,Indoor,10 to 90,Yes,"Gentle routine, engaging with nature, low pressure, nurturing process","['Touch', 'Sight']",Optional Group,Low,['Calming'],"['Happy', 'Peaceful', 'Good']"
ACT-002295,Arrange a variety of gathered stones and shells into a decorative garden mosaic,"Collect different stones and shells from your surroundings, then arrange them in a creative pattern on the ground or in a pot, allowing your imagination to guide you.",Micro,Micro-Movement,"Stretching, Yoga",10 min,Tier-1,Free,Outdoor,5 to 100,Yes,"Flexible and open-ended activity, encourages creativity and sensory exploration","['Touch', 'Sight']",Solo,Low,['Calming'],"['Happy', 'Peaceful', 'Neutral']"
ACT-002296,Plant a selection of herbs in small pots,"Fill small pots with potting soil, plant a few seeds of your favorite herbs like basil, parsley, or thyme, and water them lightly. Place the pots on your windowsill for easy access and sunlight.",Long-Term,Puzzle & Logic,"Puzzles, Brain Games",Multi-day,Tier-1,Low,Indoor,10 to 90,Yes,"Gentle sensory engagement with soil and plants, flexible timing, and a calming repetitive task.","['Touch', 'Sight', 'Smell']",Solo,Low,['Calming'],"['Happy', 'Peaceful', 'Neutral']"
ACT-002297,Hand-pollinate flowers in your vegetable garden,Gently use a small brush or cotton swab to transfer pollen from the male part of the flower to the female part. Focus on each flower for a few seconds to ensure good contact.,Micro,Gardening,"Plant Care, Vegetable Growing",10 min,Tier-1,Free,Outdoor,10 to 80,Yes,"Simple, repetitive task that can be done at your own pace, with a focus on tactile engagement.","['Touch', 'Sight']",Solo,Low,['Calming'],"['Peaceful', 'Good', 'Neutral']"
ACT-002298,Host a plant-swap day with neighbors,"Invite your neighbors to bring their plant cuttings and gardening tips to share. Set up a table outside, arrange the cuttings, and enjoy exchanging plants and stories together.",Time-Bound,Nature & Outdoors,"Hiking, Nature Walks",3 hrs,Tier-1,Free,Outdoor,18 to 80,Yes,"Social interaction with clear structure, opportunity for sensory engagement, and a relaxed atmosphere.","['Touch', 'Sight']",Group 2-10,Medium,['Social Connection'],"['Happy', 'Excited', 'Good']"
ACT-002299,Observe and identify birds in your garden,"Spend an hour in your garden and note down at least 5 different birds you see. Take your time to observe their colors, shapes, and behaviors.",Time-Bound,Creative Arts,"Drawing, Painting",60 min,Tier-1,Free,Outdoor,8 to 80,Yes,"Gentle observation, no time pressure, encourages focus on the environment","['Sight', 'Sound']",Solo,Low,['Calming'],"['Peaceful', 'Neutral', 'Good']"
ACT-002300,Sow seeds of fast-growing vegetables in a container,"Fill a container with potting soil, create small holes about 1 inch apart, and drop in seeds of radishes or lettuce. Cover lightly with soil and water gently.",Micro,Micro-Movement,"Stretching, Yoga",10 min,Tier-1,Low,Indoor,5 to 100,Yes,"Simple, repetitive actions with tactile engagement, can be done at your own pace","['Touch', 'Sight']",Solo,Low,['Calming'],"['Peaceful', 'Good', 'Neutral']"
ACT-002301,Build a simple trellis from sticks or stakes for climbing beans or peas,"Gather 4-6 sturdy sticks or stakes, arrange them in a square or triangle shape, and tie them together at the top with twine or string. Plant your climbing beans or peas at the base and watch them grow upwards.",Time-Bound,Puzzle & Logic,"Puzzles, Brain Games",40 min,Tier-1,Free,Outdoor,10 to 70,Yes,"Hands-on activity with clear steps, allows for creativity and flexibility in design","['Touch', 'Sight']",Optional Group,Medium,['Calming'],"['Happy', 'Excited', 'Good']"
ACT-002302,Designate a section of your garden for a small herb spiral using bricks and stones,"Choose a sunny spot in your garden, gather bricks and stones, and create a spiral shape on the ground. Fill the spiral with soil and plant your favorite herbs in each section.",Long-Term,Gardening,"Plant Care, Vegetable Growing",Multi-day,Tier-2,Low,Outdoor,10 to 100,Partial,,"['Touch', 'Sight']",Solo,Medium,['Calming'],"['Happy', 'Good', 'Peaceful']"
ACT-002303,Grow microgreens in a shallow tray,"Fill a shallow tray with potting soil, sprinkle microgreens seeds evenly on top, lightly cover with soil, and water gently. Place in a sunny spot and harvest in two weeks.",Long-Term,Nature & Outdoors,"Hiking, Nature Walks",Multi-day,Tier-1,Low,Indoor,10 to 90,Yes,"Simple, repetitive tasks with visual rewards, flexible timing, and low pressure","['Touch', 'Sight']",Solo,Low,['Calming'],"['Happy', 'Peaceful', 'Neutral']"
ACT-002304,Create a compost pile with garden waste,"Gather your garden waste like vegetable scraps, grass clippings, and leaves, and layer them in a designated spot. Turn the pile every few weeks to aerate it and speed up decomposition.",Long-Term,Creative Arts,"Drawing, Painting",Multi-day,Tier-2,Free,Outdoor,10 to 80,Yes,"Engaging with nature, repetitive actions, and the ability to work at your own pace.","['Touch', 'Smell', 'Sight']",Optional Group,Medium,['Calming'],"['Happy', 'Peaceful', 'Neutral']"
ACT-002305,Plant a fruit tree,"Find a suitable spot in your yard or garden, dig a hole twice the width of the root ball, place your apple or pear tree in the hole, and cover the roots with soil while watering it well.",Long-Term,Micro-Movement,"Stretching, Yoga",Multi-day,Tier-2,Low,Outdoor,10 to 80,Yes,"Engaging with nature can be soothing, and the physical activity is beneficial without strict time constraints.","['Touch', 'Sight']",Solo,Medium,['Calming'],"['Happy', 'Peaceful', 'Good']"
ACT-002306,Build a support structure for tomatoes or cucumbers,"Gather 4 stakes and some twine. Drive the stakes into the ground in a square or rectangle, then tie the twine horizontally between the stakes at intervals to create a support grid for your plants.",Time-Bound,Puzzle & Logic,"Puzzles, Brain Games",20 min,Tier-2,Low,Outdoor,10 to 80,Yes,"Clear, step-by-step instructions with a tangible outcome, allowing for focus and creativity in design.","['Touch', 'Sight']",Solo,Medium,['Focus'],"['Happy', 'Good', 'Excited']"
ACT-002307,Start a worm bin for vermicomposting,"Find a container with a lid, add shredded newspaper and moist soil, then introduce red wiggler worms. Feed them kitchen scraps like vegetable peels and coffee grounds, and keep the bin in a dark, cool place.",Long-Term,Gardening,"Plant Care, Vegetable Growing",Multi-day,Tier-2,Low,Indoor,10 to 90,Yes,"Routine feeding and care can provide structure, and the sensory experience of handling soil and worms can be soothing.","['Touch', 'Smell']",Solo,Low,['Calming'],"['Happy', 'Peaceful', 'Good']"
ACT-002308,Go for a brisk walk in the park,"Take a brisk 30-minute walk in the nearest park, focusing on taking deep breaths with each step to energize your body and mind.",Time-Bound,Nature & Outdoors,"Hiking, Nature Walks",40 min,Tier-1,Free,Outdoor,10 to 90,Yes,"The activity is simple and flexible, allowing for personal pacing and the calming effect of nature.","['Movement', 'Sight', 'Sound']",Solo,Medium,['Energising'],"['Happy', 'Good', 'Peaceful']"
ACT-002309,Plan a 5-mile hiking route using local trail maps,"Gather local trail maps and identify a 5-mile route, marking scenic viewpoints along the way for breaks. Use a pencil to sketch your route and note any interesting spots to explore.",Time-Bound,Creative Arts,"Drawing, Painting",60 min,Tier-2,Free,Outdoor,12 to 80,Partial,"Visual planning can be engaging, but may require breaks to avoid overwhelm.","['Sight', 'Touch']",Solo,Medium,['Focus'],"['Happy', 'Excited', 'Neutral']"
ACT-002310,Spend a day exploring a local nature reserve,"Take a day to wander through a local nature reserve, paying attention to the ground and noting any animal tracks you find. Bring a notebook to sketch or write about your discoveries.",Time-Bound,Micro-Movement,"Stretching, Yoga",3 hrs,Tier-1,Free,Outdoor,10 to 80,Yes,"Flexible pace, engaging with nature can be soothing, opportunity for quiet reflection","['Sight', 'Touch']",Solo,Medium,['Calming'],"['Happy', 'Peaceful', 'Neutral', 'Good']"
ACT-002311,Collect fallen leaves for leaf rubbings,"Take a walk in a forest or park and gather a variety of fallen leaves. When you return home, place a leaf under a piece of paper and rub a crayon or pencil over it to reveal its shape and texture.",Time-Bound,Puzzle & Logic,"Puzzles, Brain Games",40 min,Tier-1,Free,Indoor,5 to 100,Yes,"Engaging with nature, simple and repetitive actions, visual and tactile stimulation","['Touch', 'Sight']",Solo,Low,['Calming'],"['Peaceful', 'Neutral', 'Good']"
ACT-002312,Gather a group of friends for a nature photo scavenger hunt without using cameras,"Create a list of items to find in nature, like a unique leaf or a colorful flower, and explore your surroundings together to discover and describe them without taking photos.",Time-Bound,Gardening,"Plant Care, Vegetable Growing",3 hrs,Tier-1,Free,Outdoor,10 to 60,Yes,"Encourages social interaction and exploration at your own pace, with flexible structure and sensory engagement.","['Sight', 'Movement']",Group 2-10,Medium,['Social Connection'],"['Happy', 'Excited', 'Good']"
